1,2061234,Beginning Balance,0.00
2,2067514,Beginning Balance,0.00
3,2041575,Beginning Balance,0.00
4,2024514,Beginning Balance,0.00
5,2051424,Beginning Balance,0.00
6,2034855,Beginning Balance,0.00
7,2066744,Beginning Balance,0.00
8,2055555,Beginning Balance,0.00
9,2053157,Beginning Balance,0.00
10,2069789,Beginning Balance,0.00
11,2069790,Beginning Balance,0.00
12,2069791,Beginning Balance,0.00
13,2069792,Beginning Balance,0.00
14,2069793,Beginning Balance,0.00
15,2069794,Beginning Balance,0.00
16,2069795,Beginning Balance,0.00
17,2069796,Beginning Balance,0.00
18,2069797,Beginning Balance,0.00
19,2055315,Beginning Balance,0.00
20,2055156,Beginning Balance,0.00
21,2069798,Beginning Balance,0.00
22,2069799,Beginning Balance,0.00
23,2055315,Beginning Balance,0.00
24,2066635,Beginning Balance,0.00
25,2099999,Beginning Balance,0.00
26,2099998,Beginning Balance,0.00
27,2066666,Beginning Balance,0.00
28,2066668,Beginning Balance,0.00
29,2066669,Beginning Balance,0.00
30,2067777,Beginning Balance,0.00
31,2070054,Beginning Balance,0.00
32,2070055,Beginning Balance,0.00
33,2070056,Beginning Balance,0.00
34,2070057,Beginning Balance,0.00
35,2070018,Beginning Balance,0.00
36,2070019,Beginning Balance,0.00
37,2070020,Beginning Balance,0.00
38,2070021,Beginning Balance,0.00
39,2050014,Beginning Balance,0.00
40,2050015,Beginning Balance,0.00
41,2050016,Beginning Balance,0.00
42,2050017,Beginning Balance,0.00
43,2090058,Beginning Balance,0.00
44,2090059,Beginning Balance,0.00
45,2090060,Beginning Balance,0.00
46,2090061,Beginning Balance,0.00
47,2050101,Beginning Balance,0.00
48,2050102,Beginning Balance,0.00
49,2050103,Beginning Balance,0.00
50,2050104,Beginning Balance,0.00
51,2050138,Beginning Balance,0.00
52,2050139,Beginning Balance,0.00
53,2050140,Beginning Balance,0.00
54,2050141,Beginning Balance,0.00
55,2066667,Beginning Balance,0.00
56,2050125,Beginning Balance,0.00
57,2050126,Beginning Balance,0.00
58,2050127,Beginning Balance,0.00
59,2050128,Beginning Balance,0.00
60,2050129,Beginning Balance,0.00
61,2050210,Beginning Balance,0.00
62,2050211,Beginning Balance,0.00
63,2050212,Beginning Balance,0.00
64,2050213,Beginning Balance,0.00
65,2050061,Beginning Balance,0.00
66,2050218,Beginning Balance,0.00
67,2050259,Beginning Balance,0.00
68,2050284,Beginning Balance,0.00
69,2050086,Beginning Balance,0.00
70,2050120,Beginning Balance,0.00
71,2061234,Payment Received,10000.00
72,2067514,Payment Received,10000.00
73,2041575,Payment Received,10000.00
74,2024514,Payment Received,10000.00
75,2051424,Payment Received,10000.00
76,2034855,Payment Received,10000.00
77,2066744,Payment Received,10000.00
78,2055555,Payment Received,10000.00
79,2053157,Payment Received,10000.00
80,2069789,Payment Received,10000.00
81,2069790,Payment Received,10000.00
82,2069791,Payment Received,10000.00
83,2069792,Payment Received,10000.00
84,2069793,Payment Received,10000.00
85,2069794,Payment Received,10000.00
86,2069795,Payment Received,10000.00
87,2069796,Payment Received,10000.00
88,2069797,Payment Received,10000.00
89,2055315,Payment Received,10000.00
90,2055156,Payment Received,10000.00
91,2069798,Payment Received,10000.00
92,2069799,Payment Received,10000.00
93,2055315,Payment Received,10000.00
94,2066635,Payment Received,10000.00
95,2099999,Payment Received,10000.00
96,2099998,Payment Received,10000.00
97,2066666,Payment Received,10000.00
98,2066668,Payment Received,10000.00
99,2066669,Payment Received,10000.00
100,2067777,Payment Received,10000.00
101,2070054,Payment Received,10000.00
102,2070055,Payment Received,10000.00
103,2070056,Payment Received,10000.00
104,2070057,Payment Received,10000.00
105,2070018,Payment Received,10000.00
106,2070019,Payment Received,10000.00
107,2070020,Payment Received,10000.00
108,2070021,Payment Received,10000.00
109,2050014,Payment Received,10000.00
110,2050015,Payment Received,10000.00
111,2050016,Payment Received,10000.00
112,2050017,Payment Received,10000.00
113,2090058,Payment Received,10000.00
114,2090059,Payment Received,10000.00
115,2090060,Payment Received,10000.00
116,2090061,Payment Received,10000.00
117,2050101,Payment Received,10000.00
118,2050102,Payment Received,10000.00
119,2050103,Payment Received,10000.00
120,2050104,Payment Received,10000.00
121,2050138,Payment Received,10000.00
122,2050139,Payment Received,10000.00
123,2050140,Payment Received,10000.00
124,2050141,Payment Received,10000.00
125,2066667,Payment Received,10000.00
126,2050125,Payment Received,10000.00
127,2050126,Payment Received,10000.00
128,2050127,Payment Received,10000.00
129,2050128,Payment Received,10000.00
130,2050129,Payment Received,10000.00
131,2050210,Payment Received,10000.00
132,2050211,Payment Received,10000.00
133,2050212,Payment Received,10000.00
134,2050213,Payment Received,10000.00
135,2050061,Payment Received,10000.00
136,2050218,Payment Received,10000.00
137,2050259,Payment Received,10000.00
138,2050284,Payment Received,10000.00
139,2050086,Payment Received,10000.00
140,2050120,Payment Received,10000.00
141,2061234,Payment Received,1500.00
142,2067514,Payment Received,1500.00
143,2041575,Payment Received,1500.00
144,2024514,Payment Received,1500.00
145,2051424,Payment Received,1500.00
146,2034855,Payment Received,1500.00
147,2066744,Payment Received,1500.00
148,2055555,Payment Received,1500.00
149,2053157,Payment Received,1500.00
150,2069789,Payment Received,1500.00
151,2069790,Payment Received,1500.00
152,2069791,Payment Received,1500.00
153,2066666,Payment Received,1500.00
154,2066668,Payment Received,1500.00
155,2066669,Payment Received,1500.00
156,2067777,Payment Received,1500.00
157,2070054,Payment Received,1500.00
158,2070055,Payment Received,1500.00
159,2070056,Payment Received,1500.00
160,2070057,Payment Received,1500.00
161,2070018,Payment Received,1500.00
162,2070019,Payment Received,1500.00
163,2070020,Payment Received,1500.00
164,2070021,Payment Received,1500.00
165,2050014,Payment Received,1500.00
166,2050015,Payment Received,1500.00
167,2050016,Payment Received,1500.00
168,2050017,Payment Received,1500.00
169,2090058,Payment Received,1500.00
170,2090059,Payment Received,1500.00
171,2090060,Payment Received,1500.00
172,2090061,Payment Received,1500.00
173,2050101,Payment Received,1500.00
174,2050102,Payment Received,1500.00
175,2050103,Payment Received,1500.00
176,2050104,Payment Received,1500.00
177,2050138,Payment Received,1500.00
178,2050139,Payment Received,1500.00
179,2050140,Payment Received,1500.00
180,2050141,Payment Received,1500.00
181,2066667,Payment Received,1500.00
182,2050125,Payment Received,1500.00
183,2050126,Payment Received,1500.00
184,2050127,Payment Received,1500.00
185,2050128,Payment Received,1500.00
186,2050129,Payment Received,1500.00
187,2050210,Payment Received,1500.00
188,2050211,Payment Received,1500.00
189,2050212,Payment Received,1500.00
190,2050213,Payment Received,1500.00
